,ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Siglas Consola,Nombre Consola,Familia Consolas,Ventas Total,Puntaje Críticos,Puntaje Usuarios,Rating
12775,VID_013032,Tom Clancy's HAWX,2009,Action,PC,PC (Computadora),PC (Computadora),40000,70.0,73.0,T
12777,VID_013053,City Life: World Edition,2007,Simulation,PC,PC (Computadora),PC (Computadora),40000,75.0,82.0,E
12778,VID_013071,IL-2 Sturmovik: 1946,2006,Simulation,PC,PC (Computadora),PC (Computadora),40000,86.0,88.0,T
12781,VID_013105,Secret Files: Tunguska,2006,Adventure,PC,PC (Computadora),PC (Computadora),40000,66.0,74.0,T
12782,VID_013123,Split/Second,2010,Racing,PC,PC (Computadora),PC (Computadora),40000,79.0,82.0,E10+
12783,VID_013125,Resident Evil 6,2012,Shooter,PC,PC (Computadora),PC (Computadora),40000,69.0,59.0,M
12784,VID_013140,Need for Speed: ProStreet,2007,Racing,PC,PC (Computadora),PC (Computadora),40000,70.0,59.0,E10+
12788,VID_013162,LEGO Indiana Jones: The Original Adventures,2008,Action,PC,PC (Computadora),PC (Computadora),40000,78.0,77.0,E10+
12789,VID_013164,The Sims 2: Pets,2006,Simulation,PC,PC (Computadora),PC (Computadora),40000,76.0,77.0,T
12791,VID_013180,Blood Bowl,2009,Sports,PC,PC (Computadora),PC (Computadora),40000,72.0,65.0,T
12793,VID_013183,Company of Heroes: Tales of Valor,2009,Strategy,PC,PC (Computadora),PC (Computadora),40000,70.0,72.0,M
12796,VID_013195,Devil May Cry 4,2008,Action,PC,PC (Computadora),PC (Computadora),40000,78.0,85.0,M
12797,VID_013209,Heroes of Might and Magic V,2006,Strategy,PC,PC (Computadora),PC (Computadora),40000,77.0,79.0,T
12799,VID_013226,Virtua Tennis 4,2011,Sports,PC,PC (Computadora),PC (Computadora),40000,66.0,73.0,E
12800,VID_013235,Company of Heroes: Opposing Fronts,2007,Strategy,PC,PC (Computadora),PC (Computadora),40000,87.0,86.0,M
12803,VID_013260,Men of War: Vietnam,2011,Strategy,PC,PC (Computadora),PC (Computadora),40000,68.0,49.0,T
12805,VID_013279,Patrician IV,2010,Strategy,PC,PC (Computadora),PC (Computadora),40000,66.0,64.0,E
12806,VID_013285,Resident Evil: Revelations,2013,Action,PC,PC (Computadora),PC (Computadora),40000,77.0,70.0,M
12809,VID_013329,CSI: Fatal Conspiracy,2010,Adventure,PC,PC (Computadora),PC (Computadora),40000,47.0,55.0,M
12811,VID_013332,Empire Earth III,2007,Strategy,PC,PC (Computadora),PC (Computadora),40000,50.0,28.0,T
12813,VID_013337,Resident Evil: Operation Raccoon City,2012,Action,PC,PC (Computadora),PC (Computadora),40000,48.0,38.0,M
12814,VID_013346,JASF: Jane's Advanced Strike Fighters,2011,Simulation,PC,PC (Computadora),PC (Computadora),40000,48.0,31.0,T
12816,VID_013383,LEGO Jurassic World,2015,Action,PC,PC (Computadora),PC (Computadora),40000,72.0,71.0,E10+
12819,VID_013405,Supreme Commander: Forged Alliance,2007,Strategy,PC,PC (Computadora),PC (Computadora),40000,81.0,89.0,E10+
12820,VID_013415,Lost Planet 3,2013,Shooter,PC,PC (Computadora),PC (Computadora),40000,61.0,62.0,T
12821,VID_013429,Castlevania: Lords of Shadow 2,2014,Action,PC,PC (Computadora),PC (Computadora),40000,58.0,77.0,M
12823,VID_013445,Worms: Ultimate Mayhem,2011,Strategy,PC,PC (Computadora),PC (Computadora),40000,66.0,78.0,E10+
12824,VID_013449,Caesar IV,2006,Strategy,PC,PC (Computadora),PC (Computadora),40000,74.0,76.0,E10+
12825,VID_013454,APB Reloaded,2011,Role-Playing,PC,PC (Computadora),PC (Computadora),40000,56.0,57.0,M
12826,VID_013461,Harry Potter and the Order of the Phoenix,2007,Action,PC,PC (Computadora),PC (Computadora),40000,63.0,71.0,E10+
12827,VID_013479,Scarface: The World is Yours,2006,Action,PC,PC (Computadora),PC (Computadora),40000,73.0,75.0,M
12830,VID_013501,Saints Row 2,2009,Action,PC,PC (Computadora),PC (Computadora),40000,72.0,68.0,M
12831,VID_013503,Trine 2,2011,Platform,PC,PC (Computadora),PC (Computadora),40000,84.0,84.0,E10+
12834,VID_013523,Homefront: The Revolution,2016,Shooter,PC,PC (Computadora),PC (Computadora),40000,54.0,35.0,M
12835,VID_013539,World of Goo,2008,Puzzle,PC,PC (Computadora),PC (Computadora),40000,90.0,85.0,E
12837,VID_013547,Secret Files 2: Puritas Cordis,2009,Adventure,PC,PC (Computadora),PC (Computadora),40000,64.0,71.0,T
12839,VID_013561,S.T.A.L.K.E.R.: Clear Sky,2008,Shooter,PC,PC (Computadora),PC (Computadora),40000,75.0,77.0,M
12841,VID_013579,World in Conflict,2007,Strategy,PC,PC (Computadora),PC (Computadora),40000,89.0,81.0,T
12843,VID_013596,Tomb Raider: Anniversary,2007,Action,PC,PC (Computadora),PC (Computadora),30000,83.0,81.0,T
12848,VID_013630,The Cursed Crusade,2011,Action,PC,PC (Computadora),PC (Computadora),30000,55.0,60.0,M
12849,VID_013631,Hotel Giant 2,2008,Strategy,PC,PC (Computadora),PC (Computadora),30000,58.0,25.0,E
12851,VID_013635,DarkStar One,2006,Simulation,PC,PC (Computadora),PC (Computadora),30000,71.0,72.0,T
12852,VID_013644,Hitman: Blood Money,2006,Action,PC,PC (Computadora),PC (Computadora),30000,82.0,88.0,M
12853,VID_013648,Section 8,2009,Shooter,PC,PC (Computadora),PC (Computadora),30000,72.0,70.0,T
12854,VID_013650,Alpha Protocol,2010,Role-Playing,PC,PC (Computadora),PC (Computadora),30000,72.0,75.0,M
12860,VID_013707,Supreme Ruler: Cold War,2011,Strategy,PC,PC (Computadora),PC (Computadora),30000,63.0,68.0,RP
12861,VID_013708,Rise of Nations: Rise of Legends,2006,Strategy,PC,PC (Computadora),PC (Computadora),30000,84.0,85.0,T
12870,VID_013757,Apache: Air Assault,2010,Simulation,PC,PC (Computadora),PC (Computadora),30000,64.0,75.0,T
12871,VID_013761,Call of Juarez: Bound in Blood,2009,Shooter,PC,PC (Computadora),PC (Computadora),30000,78.0,80.0,M
12872,VID_013763,Red Faction: Guerrilla,2009,Shooter,PC,PC (Computadora),PC (Computadora),30000,82.0,75.0,M
12874,VID_013774,Deus Ex: Mankind Divided,2016,Role-Playing,PC,PC (Computadora),PC (Computadora),30000,83.0,61.0,M
12875,VID_013781,Prince of Persia: The Forgotten Sands,2010,Action,PC,PC (Computadora),PC (Computadora),30000,75.0,66.0,T
12879,VID_013799,RACE On,2009,Racing,PC,PC (Computadora),PC (Computadora),30000,73.0,82.0,E
12880,VID_013808,Song of the Deep,2016,Action,PC,PC (Computadora),PC (Computadora),30000,73.0,63.0,E
12882,VID_013821,Overlord II,2009,Action,PC,PC (Computadora),PC (Computadora),30000,79.0,81.0,T
12883,VID_013833,DiRT Rally,2016,Racing,PC,PC (Computadora),PC (Computadora),30000,86.0,87.0,E
12884,VID_013834,Trials Fusion,2014,Racing,PC,PC (Computadora),PC (Computadora),30000,80.0,68.0,E10+
12888,VID_013867,Combat Mission: Shock Force,2007,Strategy,PC,PC (Computadora),PC (Computadora),30000,62.0,33.0,T
12889,VID_013879,Men of War,2009,Strategy,PC,PC (Computadora),PC (Computadora),30000,80.0,81.0,M
12893,VID_013905,Transformers: Devastation,2015,Action,PC,PC (Computadora),PC (Computadora),30000,74.0,76.0,T
12900,VID_013958,Take On Helicopters,2011,Simulation,PC,PC (Computadora),PC (Computadora),30000,70.0,67.0,T
12907,VID_014024,Codename: Panzers Cold War,2009,Strategy,PC,PC (Computadora),PC (Computadora),30000,67.0,58.0,T
12908,VID_014029,Star Wars: The Force Unleashed II,2010,Action,PC,PC (Computadora),PC (Computadora),30000,59.0,58.0,T
12911,VID_014050,Harry Potter and the Half-Blood Prince,2009,Action,PC,PC (Computadora),PC (Computadora),30000,64.0,61.0,E10+
12912,VID_014056,Doom 3 BFG Edition,2012,Shooter,PC,PC (Computadora),PC (Computadora),30000,59.0,53.0,M
12913,VID_014071,GTR Evolution,2008,Racing,PC,PC (Computadora),PC (Computadora),30000,83.0,82.0,E
12914,VID_014074,Lords of the Fallen,2014,Role-Playing,PC,PC (Computadora),PC (Computadora),30000,73.0,69.0,M
12915,VID_014076,Sins of a Solar Empire,2008,Strategy,PC,PC (Computadora),PC (Computadora),30000,87.0,82.0,T
12916,VID_014081,NBA 2K13,2012,Sports,PC,PC (Computadora),PC (Computadora),30000,90.0,68.0,E
12917,VID_014082,Resident Evil 4,2007,Action,PC,PC (Computadora),PC (Computadora),30000,76.0,74.0,M
12918,VID_014084,007: Quantum of Solace,2008,Action,PC,PC (Computadora),PC (Computadora),30000,70.0,63.0,T
12921,VID_014110,Commander: Conquest of the Americas,2010,Strategy,PC,PC (Computadora),PC (Computadora),30000,68.0,52.0,T
12922,VID_014111,LEGO Pirates of the Caribbean: The Video Game,2011,Action,PC,PC (Computadora),PC (Computadora),30000,73.0,66.0,E10+
12926,VID_014139,Braid,2009,Platform,PC,PC (Computadora),PC (Computadora),30000,90.0,86.0,E10+
12928,VID_014150,Jack Keane,2008,Adventure,PC,PC (Computadora),PC (Computadora),30000,69.0,70.0,T
12929,VID_014152,Monsters vs. Aliens,2009,Action,PC,PC (Computadora),PC (Computadora),30000,63.0,62.0,E10+
12930,VID_014161,Ride,2015,Racing,PC,PC (Computadora),PC (Computadora),30000,68.0,48.0,E
12931,VID_014179,LEGO Harry Potter: Years 1-4,2010,Action,PC,PC (Computadora),PC (Computadora),30000,79.0,79.0,E10+
12938,VID_014243,Warhammer: Mark of Chaos,2006,Strategy,PC,PC (Computadora),PC (Computadora),30000,73.0,74.0,M
12940,VID_014259,Age of Conan: Rise of the Godslayer,2010,Role-Playing,PC,PC (Computadora),PC (Computadora),30000,83.0,84.0,M
12944,VID_014277,Magicka,2011,Role-Playing,PC,PC (Computadora),PC (Computadora),30000,74.0,76.0,T
12946,VID_014296,Guild Wars: Nightfall,2006,Role-Playing,PC,PC (Computadora),PC (Computadora),30000,84.0,87.0,T
12947,VID_014313,MySims,2008,Simulation,PC,PC (Computadora),PC (Computadora),30000,70.0,64.0,E
12948,VID_014314,The Sims 2: Bon Voyage,2007,Simulation,PC,PC (Computadora),PC (Computadora),30000,74.0,73.0,T
12949,VID_014318,Star Wars The Clone Wars: Republic Heroes,2009,Action,PC,PC (Computadora),PC (Computadora),30000,46.0,47.0,T
12950,VID_014324,Bully: Scholarship Edition,2008,Action,PC,PC (Computadora),PC (Computadora),30000,72.0,75.0,T
12953,VID_014335,Divinity II: Flames of Vengeance,2010,Role-Playing,PC,PC (Computadora),PC (Computadora),30000,72.0,83.0,M
12954,VID_014337,Battlefield 2142,2006,Shooter,PC,PC (Computadora),PC (Computadora),30000,80.0,68.0,T
12955,VID_014341,Air Conflicts: Secret Wars,2011,Simulation,PC,PC (Computadora),PC (Computadora),30000,65.0,64.0,T
12956,VID_014348,Lost Planet 2,2010,Shooter,PC,PC (Computadora),PC (Computadora),30000,63.0,63.0,T
12957,VID_014350,X3: Terran Conflict,2008,Simulation,PC,PC (Computadora),PC (Computadora),30000,73.0,79.0,T
12964,VID_014404,Battlestations: Pacific,2009,Strategy,PC,PC (Computadora),PC (Computadora),30000,74.0,84.0,T
12966,VID_014416,GRID Autosport,2014,Racing,PC,PC (Computadora),PC (Computadora),20000,78.0,62.0,E
12967,VID_014433,The Lord of the Rings: Conquest,2009,Action,PC,PC (Computadora),PC (Computadora),20000,57.0,67.0,T
12968,VID_014461,Final Fantasy XIV: Heavensward,2015,Action,PC,PC (Computadora),PC (Computadora),20000,86.0,77.0,T
12969,VID_014473,Viva Pinata,2007,Simulation,PC,PC (Computadora),PC (Computadora),20000,78.0,78.0,E
12970,VID_014476,Neverwinter Nights 2,2006,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,82.0,65.0,T
12971,VID_014480,Star Wars: Empire at War - Forces of Corruption,2006,Strategy,PC,PC (Computadora),PC (Computadora),20000,75.0,86.0,T
12973,VID_014482,Warhammer Online: Age of Reckoning,2008,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,86.0,79.0,T
12974,VID_014493,The Settlers: Rise of an Empire,2007,Strategy,PC,PC (Computadora),PC (Computadora),20000,66.0,77.0,E10+
12976,VID_014505,ParaWorld,2006,Strategy,PC,PC (Computadora),PC (Computadora),20000,71.0,83.0,T
12982,VID_014552,Demigod,2009,Strategy,PC,PC (Computadora),PC (Computadora),20000,76.0,79.0,T
12985,VID_014566,Stronghold Crusader Extreme,2008,Strategy,PC,PC (Computadora),PC (Computadora),20000,45.0,68.0,T
12986,VID_014570,Cities XL 2011,2010,Simulation,PC,PC (Computadora),PC (Computadora),20000,70.0,57.0,E
12987,VID_014579,SimCity Societies,2007,Simulation,PC,PC (Computadora),PC (Computadora),20000,63.0,43.0,E10+
12988,VID_014582,Star Trek Online,2010,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,66.0,62.0,T
12989,VID_014589,Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,PC,PC (Computadora),PC (Computadora),20000,78.0,73.0,M
12990,VID_014592,Tropico 4: Modern Times,2012,Strategy,PC,PC (Computadora),PC (Computadora),20000,78.0,80.0,T
12991,VID_014600,Brothers in Arms: Hell's Highway,2008,Shooter,PC,PC (Computadora),PC (Computadora),20000,79.0,79.0,M
12992,VID_014604,DiRT,2007,Racing,PC,PC (Computadora),PC (Computadora),20000,84.0,73.0,E
12994,VID_014612,Ceville,2009,Action,PC,PC (Computadora),PC (Computadora),20000,73.0,82.0,E
12999,VID_014647,Street Fighter X Tekken,2012,Fighting,PC,PC (Computadora),PC (Computadora),20000,79.0,64.0,T
13000,VID_014648,Kung Fu Panda,2008,Action,PC,PC (Computadora),PC (Computadora),20000,71.0,78.0,E10+
13001,VID_014651,Frontlines: Fuel of War,2008,Shooter,PC,PC (Computadora),PC (Computadora),20000,73.0,69.0,T
13002,VID_014656,Tom Clancy's EndWar,2009,Strategy,PC,PC (Computadora),PC (Computadora),20000,68.0,67.0,T
13003,VID_014667,Plants vs. Zombies: Garden Warfare,2014,Shooter,PC,PC (Computadora),PC (Computadora),20000,78.0,78.0,E10+
13004,VID_014676,Test Drive Unlimited,2007,Racing,PC,PC (Computadora),PC (Computadora),20000,79.0,81.0,T
13005,VID_014678,Grey's Anatomy: The Video Game,2009,Adventure,PC,PC (Computadora),PC (Computadora),20000,36.0,39.0,T
13006,VID_014681,F1 Race Stars,2012,Racing,PC,PC (Computadora),PC (Computadora),20000,62.0,54.0,E
13011,VID_014701,Left 4 Dead,2008,Shooter,PC,PC (Computadora),PC (Computadora),20000,89.0,92.0,M
13014,VID_014728,Fuel,2009,Racing,PC,PC (Computadora),PC (Computadora),20000,67.0,67.0,E
13016,VID_014731,Dungeon Defenders,2011,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,81.0,73.0,E10+
13021,VID_014752,Overlord,2007,Strategy,PC,PC (Computadora),PC (Computadora),20000,81.0,81.0,T
13022,VID_014754,The Lord of the Rings: The Battle for Middle-Earth II,2006,Strategy,PC,PC (Computadora),PC (Computadora),20000,84.0,75.0,T
13025,VID_014760,FIFA Soccer 09,2008,Sports,PC,PC (Computadora),PC (Computadora),20000,77.0,68.0,E
13032,VID_014791,Order of War,2009,Strategy,PC,PC (Computadora),PC (Computadora),20000,69.0,73.0,T
13036,VID_014806,Legend: Hand of God,2007,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,57.0,58.0,M
13037,VID_014813,Sacred 3,2014,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,57.0,14.0,M
13038,VID_014814,Pro Evolution Soccer 2017,2016,Sports,PC,PC (Computadora),PC (Computadora),20000,69.0,37.0,E
13039,VID_014818,SAW,2009,Action,PC,PC (Computadora),PC (Computadora),20000,55.0,60.0,M
13040,VID_014824,Spider-Man 3,2007,Platform,PC,PC (Computadora),PC (Computadora),20000,62.0,71.0,T
13043,VID_014846,Spider-Man: Web of Shadows,2008,Action,PC,PC (Computadora),PC (Computadora),20000,52.0,78.0,T
13045,VID_014860,The Lord of the Rings Online: Mines of Moria,2008,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,85.0,82.0,T
13046,VID_014864,Stormrise,2009,Strategy,PC,PC (Computadora),PC (Computadora),20000,42.0,49.0,M
13049,VID_014890,RollerCoaster Tycoon World,2016,Simulation,PC,PC (Computadora),PC (Computadora),20000,43.0,24.0,E
13052,VID_014903,Lara Croft and the Temple of Osiris,2014,Action,PC,PC (Computadora),PC (Computadora),20000,73.0,54.0,T
13054,VID_014913,Blazing Angels: Squadrons of WWII,2006,Simulation,PC,PC (Computadora),PC (Computadora),20000,65.0,46.0,T
13055,VID_014914,Hellgate: London,2007,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,70.0,63.0,M
13057,VID_014929,TOCA Race Driver 3,2006,Racing,PC,PC (Computadora),PC (Computadora),20000,84.0,78.0,E10+
13063,VID_014956,Ridge Racer Unbounded,2012,Racing,PC,PC (Computadora),PC (Computadora),20000,72.0,60.0,T
13065,VID_014964,Mini Ninjas,2009,Action,PC,PC (Computadora),PC (Computadora),20000,74.0,83.0,E10+
13071,VID_014987,Crysis: Warhead,2008,Shooter,PC,PC (Computadora),PC (Computadora),20000,84.0,79.0,M
13074,VID_014994,Elven Legacy,2009,Strategy,PC,PC (Computadora),PC (Computadora),20000,71.0,71.0,T
13077,VID_015021,Guitar Hero III: Legends of Rock,2007,Misc,PC,PC (Computadora),PC (Computadora),20000,79.0,72.0,T
13081,VID_015055,Tycoon City: New York,2006,Strategy,PC,PC (Computadora),PC (Computadora),20000,67.0,83.0,T
13082,VID_015058,NHL 09,2008,Sports,PC,PC (Computadora),PC (Computadora),20000,62.0,41.0,E10+
13083,VID_015065,The Crew: Wild Run,2015,Action,PC,PC (Computadora),PC (Computadora),20000,74.0,74.0,T
13087,VID_015075,WorldShift,2009,Strategy,PC,PC (Computadora),PC (Computadora),20000,63.0,81.0,T
13088,VID_015079,Pillars of Eternity,2014,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,89.0,83.0,M
13090,VID_015086,Legendary,2008,Shooter,PC,PC (Computadora),PC (Computadora),20000,50.0,66.0,M
13093,VID_015106,James Bond 007: Blood Stone,2010,Shooter,PC,PC (Computadora),PC (Computadora),20000,63.0,71.0,T
13096,VID_015144,Blood Bowl: Legendary Edition,2010,Sports,PC,PC (Computadora),PC (Computadora),20000,73.0,64.0,T
13098,VID_015156,Still Life 2,2009,Adventure,PC,PC (Computadora),PC (Computadora),20000,67.0,57.0,M
13100,VID_015169,Peggle Nights,2008,Puzzle,PC,PC (Computadora),PC (Computadora),20000,76.0,81.0,E
13103,VID_015181,Tomb Raider: Legend,2006,Action,PC,PC (Computadora),PC (Computadora),20000,82.0,79.0,T
13105,VID_015197,Raven Squad: Operation Hidden Dagger,2009,Shooter,PC,PC (Computadora),PC (Computadora),20000,39.0,31.0,T
13106,VID_015208,East India Company,2009,Strategy,PC,PC (Computadora),PC (Computadora),20000,67.0,57.0,T
13107,VID_015244,Dungeons - The Dark Lord,2011,Strategy,PC,PC (Computadora),PC (Computadora),20000,72.0,56.0,M
13108,VID_015250,Divinity: Original Sin,2014,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,87.0,87.0,M
13111,VID_015268,Pirates of the Burning Sea,2008,Role-Playing,PC,PC (Computadora),PC (Computadora),20000,76.0,76.0,T
13112,VID_015269,Just Cause,2006,Action,PC,PC (Computadora),PC (Computadora),20000,75.0,73.0,M
13113,VID_015280,The Haunted: Hell's Reach,2011,Shooter,PC,PC (Computadora),PC (Computadora),20000,51.0,76.0,M
13114,VID_015281,Disciples III: Renaissance,2010,Strategy,PC,PC (Computadora),PC (Computadora),20000,56.0,54.0,T
13116,VID_015288,Lost: Via Domus,2008,Action,PC,PC (Computadora),PC (Computadora),20000,52.0,60.0,T
13118,VID_015302,Dark Void,2010,Action,PC,PC (Computadora),PC (Computadora),20000,57.0,51.0,T
13121,VID_015311,Stronghold Legends,2006,Strategy,PC,PC (Computadora),PC (Computadora),20000,57.0,72.0,T
13125,VID_015345,Gears of War,2007,Shooter,PC,PC (Computadora),PC (Computadora),20000,87.0,78.0,M
13127,VID_015358,Wall-E,2008,Platform,PC,PC (Computadora),PC (Computadora),20000,58.0,68.0,E
13128,VID_015359,Majesty 2: The Fantasy Kingdom Sim,2009,Simulation,PC,PC (Computadora),PC (Computadora),20000,72.0,73.0,T
13129,VID_015360,LEGO Star Wars II: The Original Trilogy,2006,Action,PC,PC (Computadora),PC (Computadora),20000,86.0,82.0,E10+
13130,VID_015368,Star Trek: Legacy,2006,Simulation,PC,PC (Computadora),PC (Computadora),20000,56.0,40.0,E10+
13134,VID_015375,A Vampyre Story,2008,Adventure,PC,PC (Computadora),PC (Computadora),20000,75.0,85.0,T
13139,VID_015402,Enemy Territory: Quake Wars,2007,Shooter,PC,PC (Computadora),PC (Computadora),20000,84.0,83.0,T
13141,VID_015420,Quantum Break,2016,Action,PC,PC (Computadora),PC (Computadora),20000,66.0,43.0,M
13143,VID_015428,FIFA Soccer 08,2007,Sports,PC,PC (Computadora),PC (Computadora),20000,77.0,61.0,E
13146,VID_015456,DuckTales: Remastered,2013,Action,PC,PC (Computadora),PC (Computadora),20000,66.0,76.0,E
13149,VID_015472,Imperium Romanum,2008,Strategy,PC,PC (Computadora),PC (Computadora),20000,63.0,75.0,E10+
13150,VID_015480,Contrast,2013,Platform,PC,PC (Computadora),PC (Computadora),10000,62.0,77.0,T
13151,VID_015498,Turok,2008,Action,PC,PC (Computadora),PC (Computadora),10000,65.0,65.0,M
13153,VID_015502,Valentino Rossi: The Game,2016,Racing,PC,PC (Computadora),PC (Computadora),10000,72.0,62.0,E
13154,VID_015504,Sengoku,2011,Strategy,PC,PC (Computadora),PC (Computadora),10000,70.0,68.0,T
13155,VID_015507,Ship Simulator 2008,2007,Simulation,PC,PC (Computadora),PC (Computadora),10000,62.0,66.0,E
13156,VID_015512,NBA 2K17,2016,Sports,PC,PC (Computadora),PC (Computadora),10000,90.0,63.0,E
13158,VID_015520,Guild Wars: Factions,2006,Role-Playing,PC,PC (Computadora),PC (Computadora),10000,84.0,85.0,T
13162,VID_015546,The Last Remnant,2009,Role-Playing,PC,PC (Computadora),PC (Computadora),10000,66.0,83.0,M
